,행정동코드,읍면동코드,자치행정동,자치구,행정동,거주인구수,거주인구비율,새벽생활인구수,새벽생활인구비율,아침생활인구수,아침생활인구비율,낮생활인구수,낮생활인구비율,저녁생활인구수,저녁생활인구비율,밤생활인구수,밤생활인구비율,총노인시설수
0,11110530,1101053,종로구 사직동,종로구,사직동,1834.0,0.1869,875.8710102,0.06263754449122948,1104.030338,0.05633982753677953,1437.354717,0.042983869262297594,1144.439123,0.04317874594468982,922.2042533,0.055170902971016726,0.0
1,11110540,1101054,종로구 삼청동,종로구,삼청동,641.0,0.2287,298.8502078,0.06779860862660067,319.41439239999994,0.06240777888658069,358.0212188,0.04710399321636602,279.70140019999997,0.049051517278374916,269.7568445,0.06346941864080802,2.0
2,11110550,1101055,종로구 부암동,종로구,부암동,1763.0,0.1751,1035.308758,0.06665240563180934,1028.421995,0.06654452506907349,925.1506194,0.06424838255143768,975.8579412,0.06755152763641338,1048.022034,0.0676856286145049,1.0
3,11110560,1101056,종로구 평창동,종로구,평창동,3407.0,0.1843,1379.958999,0.06891024853134152,1439.653999,0.07047377644383805,1406.4737289999998,0.07316079050068502,1373.420901,0.07316418082226855,1403.2747359999998,0.07044572186668852,6.0
4,11110570,1101057,종로구 무악동,종로구,무악동,1380.0,0.1638,530.9410774,0.06192584545978719,509.56415549999997,0.06264430355423495,420.14628619999996,0.06753870729692496,437.2822137,0.06977542014388038,500.0274346,0.06415036224035668,2.0
5,11110580,1101058,종로구 교남동,종로구,교남동,1584.0,0.1525,352.7444191,0.05514988039957686,360.4930296,0.05407842568209029,359.8478131,0.056831177286211655,374.4383183,0.05776235186445587,386.9977893,0.057314454695586846,2.0
6,11110600,1101060,종로구 가회동,종로구,가회동,876.0,0.2039,306.449589,0.06037724446848405,314.01380710000007,0.048694093179909324,360.87758660000003,0.038893633749464813,307.51698089999996,0.046625539322913495,297.0951911,0.05844951863642113,3.0
7,11110615,1101061,종로구 종로1.2.3.4가동,종로구,종로1.2.3.4가동,1942.0,0.2298,1182.2492869999999,0.05916445638808684,1882.779841,0.05378996234986584,4921.649086,0.054378242859224615,3129.18747,0.04670902008747215,1475.3443949999998,0.04990753264600996,15.0
8,11110630,1101063,종로구 종로5.6가동,종로구,종로5.6가동,,,625.5094551,0.06502093807005167,902.6085979000001,0.06914131132520429,1866.333818,0.07282082618319237,1176.267087,0.06641680580274827,719.2095702,0.06484260260909601,5.0
9,11110640,1101064,종로구 이화동,종로구,이화동,1340.0,0.1697,944.3972185,0.06188422717497255,1139.363427,0.059728377193716486,1562.030246,0.05063297608834248,1067.202205,0.04521795037130212,952.3576041000001,0.05622939856617472,6.0
10,11110670,1101067,종로구 창신1동,종로구,창신1동,1266.0,0.2164,630.8410069,0.06808780086642938,655.5311333999999,0.07359120014697389,870.3729468,0.08315149740252835,686.200689,0.07499358470253291,622.7900544,0.07054929807253375,3.0
11,11110680,1101068,종로구 창신2동,종로구,창신2동,1793.0,0.1909,786.3799761,0.07099386772054511,732.6973119,0.0709013235265486,665.6489735,0.0733708231625484,693.509707,0.07542812167138849,736.1593889999999,0.07216451154314452,3.0
12,11110690,1101069,종로구 창신3동,종로구,창신3동,1206.0,0.1741,338.59641489999996,0.062441691737514154,330.5875537,0.06092624717657629,259.65986069999997,0.062060027118530335,295.2713201,0.0672036198993025,323.2925188,0.0635497028934382,4.0
13,11110700,1101070,종로구 숭인1동,종로구,숭인1동,1206.0,0.1903,517.7808331,0.06661475421368346,512.5161228000001,0.06599289297443138,593.8146839,0.07261342958108706,588.0454308,0.06881330620891166,552.9821811,0.06653287448630182,2.0
14,11110710,1101071,종로구 숭인2동,종로구,숭인2동,1607.0,0.1599,781.1119669999999,0.06129410089586253,830.7712389,0.0628596740886211,1211.823708,0.07716909239250218,898.0075144,0.06961839749837298,782.5512981,0.06328149473587749,2.0
15,11110515,1101072,종로구 청운효자동,종로구,청운효자동,2149.0,0.1749,778.6832991,0.05348991066771454,813.2383535,0.051434173659093294,832.1326487000001,0.04741832490066188,772.7551411000001,0.05067178115949994,783.758793,0.054571156070527135,2.0
16,11110650,1101073,종로구 혜화동,종로구,혜화동,2715.0,0.1399,1222.935881,0.0456916418938821,1226.723108,0.04566300170054755,1213.289525,0.04133262292707275,1201.393894,0.03918707089225768,1202.231567,0.04325713600598539,6.0
17,11140520,1102052,중구 소공동,중구,소공동,300.0,0.0966,281.4560236,0.04235802594581896,609.982756,0.036904570536477874,1291.4414160000001,0.028698044500294454,665.7976151,0.026031419849416117,326.6722559,0.035787501205954704,1.0
18,11140540,1102054,중구 회현동,중구,회현동,1564.0,0.2726,506.8070181,0.06468490528269748,912.2864810000001,0.05940374049949561,2076.359173,0.05037282621460562,993.9908849,0.041554876070523786,607.3816691000001,0.054514619329771086,4.0
19,11140550,1102055,중구 명동,중구,명동,791.0,0.213,358.50683860000004,0.04696161461954638,785.3516772999999,0.04161930456097191,1652.531623,0.031839303416954026,885.2525608999999,0.02693311261471297,447.20987139999994,0.03725242579930606,0.0
20,11140570,1102057,중구 필동,중구,필동,884.0,0.1889,282.36510510000005,0.04388772101692805,391.13955830000003,0.046530735355443845,638.7798831,0.041554859925156194,416.1322272,0.03664435896932243,288.7668168,0.03973062985975113,1.0
21,11140580,1102058,중구 장충동,중구,장충동,854.0,0.1611,372.8523777,0.052147007298489714,490.81966009999996,0.055926430925343856,697.8580009,0.05176823646357255,515.9388368,0.04988516213316612,408.6642168,0.05267346737339457,2.0
22,11140590,1102059,중구 광희동,중구,광희동,1225.0,0.188,671.4612466,0.050158519039584126,939.8572182,0.058204834415977263,1645.465912,0.055764145562434586,1060.918181,0.045526130686941266,754.4819437000001,0.0467426448968402,3.0
23,11140605,1102060,중구 을지로동,중구,을지로동,511.0,0.2625,392.0955162,0.06603200241975281,775.9604153,0.07133763589008625,1946.250146,0.07289694852190325,1039.316701,0.059020628027110306,467.5736033,0.05837070887077673,1.0
24,11140650,1102065,중구 신당5동,중구,신당5동,1827.0,0.1684,612.2819843999999,0.05826107442183085,617.9474437000001,0.05757951516082874,694.0541886,0.06177650819420671,729.6326912999999,0.06025095093660774,654.6928537,0.05896386537176113,6.0
25,11140670,1102067,중구 황학동,중구,황학동,2045.0,0.1515,715.0973275,0.053588768160184624,760.5635162000001,0.05601937348333124,925.4245295,0.06685939532491791,800.2482115,0.06095207788782774,723.6800636,0.055385072754843216,2.0
26,11140680,1102068,중구 중림동,중구,중림동,2130.0,0.1688,460.92077170000005,0.057675648633643065,502.2820863,0.05821326587188524,560.1391328,0.0512515969530625,458.79515779999997,0.050395184617935046,424.43634929999996,0.05422104237192356,4.0
27,11140615,1102069,중구 신당동,중구,신당동,1479.0,0.1618,958.0197544,0.04055375747138682,1032.87859,0.05002068123695985,1290.192102,0.054052829122808975,990.8669239,0.04722769877923777,1015.7398390000001,0.04209604873540744,4.0
28,11140625,1102070,중구 다산동,중구,다산동,2706.0,0.1853,1037.914974,0.06926051191225281,1021.022202,0.06784269629360963,968.661642,0.06255120829068452,985.0127216,0.06397729760945543,1019.457826,0.06707974788023059,3.0
29,11140635,1102071,중구 약수동,중구,약수동,3823.0,0.2231,1393.834619,0.07688805525703686,1339.268644,0.07728117610030905,1170.841705,0.07852968883992838,1293.560462,0.08049880478241861,1396.721632,0.0782743005849828,6.0
30,11140645,1102072,중구 청구동,중구,청구동,2731.0,0.1936,829.1647347999999,0.05920895264414589,773.3136222,0.059545237064932574,648.1346161,0.06087418292866652,701.4361392999999,0.06429028488415336,795.9120287999999,0.06206419201349897,6.0
31,11140665,1102073,중구 동화동,중구,동화동,1897.0,0.1765,585.7689256,0.05920385998676528,593.0074037,0.05959350399450451,595.5724188999999,0.05938074468072769,622.0845881,0.060616793000545725,584.8869373,0.05929658294168081,1.0
32,11170510,1103051,용산구 후암동,용산구,후암동,3019.0,0.1692,870.8261489,0.05381024750601889,816.2836531,0.05245218112681349,700.2106911000001,0.0515690050080767,744.9130533,0.055259373067070884,816.867108,0.0544784995142375,3.0
33,11170520,1103052,용산구 용산2가동,용산구,용산2가동,2066.0,0.1834,686.6206062000001,0.05716501725758912,655.945648,0.05444172560650923,618.2734793,0.053754538530042965,663.4559757999999,0.055317767654880064,682.8629219,0.055671132052927126,4.0
34,11170530,1103053,용산구 남영동,용산구,남영동,1605.0,0.1994,490.14489610000004,0.05554311408699906,665.0642976,0.05404199556624639,946.1785361,0.05075167249757001,710.9685685,0.04503834612368157,534.3907455,0.05004127057645547,4.0
35,11170570,1103057,용산구 원효로2동,용산구,원효로2동,2382.0,0.1669,930.2199492999999,0.066045373978113,894.7635757999999,0.06375208610262088,769.2943657000001,0.05758283596009697,760.7001408,0.06300280998857843,834.0221876,0.06462988308852746,3.0
36,11170580,1103058,용산구 효창동,용산구,효창동,1477.0,0.1424,502.23537189999996,0.049107786237292686,530.1744784,0.050546686527748234,575.9425452,0.05554331478871755,610.2075482000001,0.054822054502071955,574.0452879,0.05112999293233493,4.0
37,11170590,1103059,용산구 용문동,용산구,용문동,2142.0,0.1738,652.6546611,0.056920280627634066,606.8310528,0.058593852466253815,516.696949,0.06506796290819963,551.1044421,0.06435140610269095,604.6144837999999,0.05910485402929829,6.0
38,11170630,1103063,용산구 이촌1동,용산구,이촌1동,4469.0,0.1567,1501.691992,0.05345073695421268,1633.473414,0.05592716655864206,1640.456001,0.06197414600108275,1560.711147,0.05654003995129017,1510.0549800000001,0.05337504936654425,10.0
39,11170640,1103064,용산구 이촌2동,용산구,이촌2동,1756.0,0.2035,552.6655536000001,0.07020334920449728,550.0695824000001,0.06579969890328233,453.1733848,0.06404590289863613,478.10763899999995,0.0634105563654756,528.9891921,0.06681650634977711,5.0
40,11170650,1103065,용산구 이태원1동,용산구,이태원1동,1557.0,0.1823,491.97183780000006,0.05093499726487583,531.2585282,0.05496519296595687,553.9927687,0.050686932150386645,504.5439049,0.042783286654497904,483.2408131,0.045621176512802473,5.0
41,11170660,1103066,용산구 이태원2동,용산구,이태원2동,1865.0,0.1741,637.6096866,0.05014735758050641,641.7999442,0.05141690483045015,605.1867941,0.05326006929719208,594.8359518,0.050683911357465396,624.0797391,0.050279224486368956,6.0
42,11170690,1103069,용산구 서빙고동,용산구,서빙고동,2104.0,0.1512,860.9542863,0.05487208886463239,997.6590008999999,0.05746387884066944,1104.5911800000001,0.0604370486395386,1035.4518130000001,0.05841431694564387,916.3264859999999,0.05622916135594734,8.0
43,11170700,1103070,용산구 보광동,용산구,보광동,2782.0,0.182,671.4723468,0.05527734266927483,630.1166757999999,0.054180952757200744,561.4600987000001,0.05663524420115037,599.5715527000001,0.058939656753244,648.5192867000001,0.05636623880876289,11.0
44,11170555,1103071,용산구 청파동,용산구,청파동,3346.0,0.1648,1103.014166,0.04959193071041126,1139.39153,0.04973444416085232,1147.287862,0.04873922723917199,1104.484463,0.04864700695259987,1093.89746,0.049349653627853825,5.0
45,11170560,1103072,용산구 원효로1동,용산구,원효로1동,1987.0,0.1187,825.2322347999999,0.0425735604960567,905.6490887,0.043938066113702996,1071.409824,0.04785961801547688,950.5560102,0.04578860540877647,880.4143388,0.04426155850911617,7.0
46,11170625,1103073,용산구 한강로동,용산구,한강로동,3322.0,0.1431,1251.3252300000001,0.04214837963397232,1600.313546,0.04303611800008568,2220.7167449999997,0.039179278821664165,1842.0862120000002,0.037141206647484416,1411.899083,0.04113799173014761,8.0
47,11170685,1103074,용산구 한남동,용산구,한남동,3696.0,0.1583,1353.440726,0.051870826511511516,1538.969041,0.05231265000930785,1659.8207439999999,0.04545331595146644,1499.819039,0.042323699421064905,1389.604655,0.048041336335170645,11.0
48,11200520,1104052,성동구 왕십리2동,성동구,왕십리2동,2579.0,0.1496,970.161435,0.05556487054103055,904.8733622000001,0.054895234729315165,780.340691,0.05658032616647588,856.5327607999999,0.05667318024472346,931.705317,0.05510129688734551,16.0
49,11200540,1104054,성동구 마장동,성동구,마장동,3870.0,0.1664,1346.118835,0.056870462315712356,1403.755907,0.05648389782567447,1436.0290380000001,0.062497416778527604,1390.124597,0.062423089472015754,1341.7415230000001,0.05842755976869475,13.0
50,11200550,1104055,성동구 사근동,성동구,사근동,1506.0,0.1128,687.6978746,0.03682229360970502,803.8103742000001,0.03900112963290705,923.7482015,0.03760076481183202,813.0406411,0.034940891128477265,733.0333741000001,0.035886903204845305,7.0
51,11200560,1104056,성동구 행당1동,성동구,행당1동,2130.0,0.1483,776.1806518999999,0.04954574631712554,856.295191,0.0507783486931061,1037.6724789999998,0.05251459622374096,988.9870458999999,0.04379394993101689,832.1049752,0.045448487035794724,7.0
52,11200570,1104057,성동구 행당2동,성동구,행당2동,3757.0,0.157,1316.0745,0.05660800002707395,1240.723308,0.05732588558256316,1039.5304800000001,0.06260313028828125,1149.102404,0.06263111063313921,1300.6293660000001,0.05854858534909166,5.0
53,11200580,1104058,성동구 응봉동,성동구,응봉동,2554.0,0.1624,870.0376616000001,0.060348575610841976,823.4307267,0.06073219851186958,642.0961175,0.06245550899569663,697.8559584,0.0646388355974637,793.9964100999999,0.060430473270058335,9.0
54,11200590,1104059,성동구 금호1가동,성동구,금호1가동,2603.0,0.1656,1023.919718,0.060883847016693526,1006.7352119999999,0.061458162552448486,938.7266416000001,0.06451499121588757,1057.665594,0.06538274047172436,1026.200922,0.0617456920601251,4.0
55,11200620,1104062,성동구 금호4가동,성동구,금호4가동,2337.0,0.1587,846.8152365,0.06568223808245816,822.5093192,0.06454713159469905,819.9304655000001,0.07015376247805664,866.8276281,0.06698932933641426,837.0204436,0.06395069319360776,11.0
56,11200650,1104065,성동구 성수1가1동,성동구,성수1가1동,2287.0,0.1332,722.2292639,0.04625637358115668,812.6243986000001,0.04682068208125138,927.7545518,0.044009943634015274,870.0043936000001,0.044465582232848445,792.4489356,0.046799430685002585,11.0
57,11200660,1104066,성동구 성수1가2동,성동구,성수1가2동,1918.0,0.1426,786.7139992000001,0.050078102894387355,923.6703682,0.049302310544360545,1042.392153,0.041118067582193815,974.6485614000001,0.04148443113071763,866.910235,0.04793784132263518,8.0
58,11200670,1104067,성동구 성수2가1동,성동구,성수2가1동,2896.0,0.1714,949.6095187999999,0.052272594445991326,934.3048982999999,0.04976962666177491,953.9146373,0.0448172109004472,939.6597863,0.04821712210530721,936.2747304999999,0.05184901840488864,8.0
59,11200690,1104068,성동구 성수2가3동,성동구,성수2가3동,1901.0,0.1669,1041.1015539999999,0.05292602707845233,1224.713308,0.04770990371345777,1472.781346,0.03336481758771013,1155.138727,0.03492733767943151,1023.2535109999999,0.04680812413991768,9.0
60,11200720,1104069,성동구 송정동,성동구,송정동,1770.0,0.1606,577.7917884999999,0.0490842775677393,565.5656534,0.04775754745453094,494.79507,0.048044225495884926,482.1866011,0.05103189765495145,539.7092131,0.05014080067583109,5.0
61,11200790,1104070,성동구 용답동,성동구,용답동,2170.0,0.1693,934.6728467,0.05415661594843694,1059.3976109999999,0.05483989085826653,1215.241583,0.0589542078071003,1184.668444,0.057797366465224216,1064.043442,0.055043131550035616,4.0
62,11200535,1104071,성동구 왕십리도선동,성동구,왕십리도선동,3722.0,0.1364,1478.98035,0.05047339663491892,1458.437439,0.051268433664413554,1365.065041,0.052159180960717644,1327.0954689999999,0.049755790577569604,1404.910886,0.0496507286845493,6.0
63,11200615,1104072,성동구 금호2.3가동,성동구,금호2.3가동,3900.0,0.16699999999999998,1431.1440710000002,0.0589921314966147,1340.639341,0.059095955678759055,1251.482488,0.06692283439119977,1382.551336,0.06648334749053067,1440.062653,0.060905595736701755,11.0
64,11200645,1104073,성동구 옥수동,성동구,옥수동,4068.0,0.1522,1732.630394,0.05827782567598527,1939.0275399999998,0.061637310554988896,1928.5363690000001,0.06904058797463099,1932.408382,0.06228275579176651,1832.613245,0.059113231018527515,13.0
65,11215710,1105053,광진구 화양동,광진구,화양동,2277.0,0.0892,1042.408873,0.03233197115572534,1111.892996,0.034598498994829946,1183.825666,0.03492421226877575,1152.1306869999999,0.0301347146514935,1092.727735,0.03140152840225135,2.0
66,11215730,1105054,광진구 군자동,광진구,군자동,2940.0,0.1355,812.5621529,0.04217913648261787,816.2888496,0.04217155084035185,864.6206321000001,0.04424886870750548,898.7731843,0.04450333850555989,854.7458762,0.04254272421410817,5.0
67,11215740,1105055,광진구 중곡1동,광진구,중곡1동,2465.0,0.1545,959.8354273,0.0565144300776284,921.7362425000001,0.05536159785805157,922.9067014000001,0.06021961247421508,992.0636481,0.05968886624133216,959.4349482000001,0.056627331593696956,2.0
68,11215750,1105056,광진구 중곡2동,광진구,중곡2동,3208.0,0.1454,1129.9603769999999,0.05423347447102876,1040.045694,0.054214559431011576,924.3535343,0.05857151952804443,965.4704870999999,0.05892201750685301,1052.2983769999998,0.05562465689529617,3.0
69,11215760,1105057,광진구 중곡3동,광진구,중곡3동,2793.0,0.1676,1151.844077,0.06581757881139323,1089.350762,0.06550362539147507,1041.134515,0.06923242129995598,1155.329186,0.06957302464586013,1162.536476,0.06636797163938528,1.0
70,11215770,1105058,광진구 중곡4동,광진구,중곡4동,4988.0,0.1697,1862.155625,0.06301129585672033,1715.0699739999998,0.061305268172165694,1582.8402820000001,0.06615745486750824,1754.6301649999998,0.06932559473707908,1866.1855420000002,0.0654883325648472,5.0
71,11215780,1105059,광진구 능동,광진구,능동,1589.0,0.1355,646.4377704,0.04811694202568219,733.0651457,0.050117236030494,912.0953273,0.05329093478180625,887.3365131,0.052908258288370695,760.5674881,0.050627570983825594,1.0
72,11215850,1105060,광진구 구의1동,광진구,구의1동,3067.0,0.1365,1249.6256720000001,0.045961117612389,1193.3047490000001,0.04646409746209866,1060.081363,0.05091049811133163,1126.651147,0.05026930874085135,1206.60747,0.04643430429404978,4.0
73,11215860,1105061,광진구 구의2동,광진구,구의2동,4248.0,0.1565,1462.747799,0.05914534171305445,1386.0460480000002,0.058862944930590126,1265.5503939999999,0.0629768443453827,1363.04654,0.06323291130873121,1430.360809,0.059588519939432476,3.0
74,11215870,1105062,광진구 구의3동,광진구,구의3동,3990.0,0.1362,1597.522613,0.04996645023212483,1594.199027,0.05007088483145721,1654.3565859999999,0.050581735971543265,1622.7283519999999,0.04709715994334848,1579.033449,0.04839835639267292,7.0
75,11215810,1105063,광진구 광장동,광진구,광장동,3719.0,0.1052,1669.387025,0.04213226502287847,1773.615285,0.0445463175124074,1844.5479239999997,0.049820717250951746,1814.1692879999998,0.04822767123873332,1727.763425,0.04423614664473116,20.0
76,11215820,1105064,광진구 자양1동,광진구,자양1동,3406.0,0.1452,1335.865701,0.05003244844329988,1264.352608,0.04901001069897549,1299.444907,0.05362461082398465,1387.7131259999999,0.054934772019956744,1372.4284619999999,0.05215832655478855,5.0
77,11215830,1105065,광진구 자양2동,광진구,자양2동,3899.0,0.152,1366.182235,0.05903405337530976,1297.040342,0.05785611590829755,1160.631317,0.05946739431109738,1201.0362810000001,0.05790844121354055,1280.882769,0.05727536335740758,10.0
78,11215840,1105066,광진구 자양3동,광진구,자양3동,4103.0,0.1424,1390.547448,0.055040605978286125,1360.4011699999999,0.05570513934985277,1252.150771,0.05532987816990053,1316.460619,0.05304075288154141,1344.320365,0.05365121694956806,13.0
79,11215847,1105067,광진구 자양4동,광진구,자양4동,3678.0,0.1753,1391.4267730000001,0.05887750908342757,1463.6790720000001,0.057978514020850566,1512.868178,0.05940226912897095,1571.90049,0.051967017980426244,1476.921423,0.05434119803334195,8.0
80,11230710,1106071,동대문구 회기동,동대문구,회기동,1510.0,0.1211,1107.190432,0.053698379181848166,1138.211992,0.053044339433189765,1139.621519,0.05002403294227379,1024.084879,0.0497184137297796,1066.27325,0.052183850180973684,1.0
81,11230720,1106072,동대문구 휘경1동,동대문구,휘경1동,2082.0,0.1353,751.5693505,0.050275615561650944,857.2948324999999,0.05176956877249676,972.1232521,0.06034289548184385,965.8663276000001,0.0563332579331386,840.6434298,0.05143079071484171,8.0
82,11230730,1106073,동대문구 휘경2동,동대문구,휘경2동,3934.0,0.1585,1284.6502269999999,0.056322262013318344,1269.115928,0.05768492542181587,1134.8326359999999,0.06161725579869695,1142.455739,0.06430853369499355,1241.433452,0.05908435797761246,8.0
83,11230705,1106080,동대문구 청량리동,동대문구,청량리동,5126.0,0.2594,1511.7801359999999,0.08627128979838036,1506.83979,0.0835574756015689,1733.721573,0.08627589436147069,1717.5568329999999,0.0890778556519347,1551.292418,0.08707189609533511,15.0
84,11230536,1106081,동대문구 용신동,동대문구,용신동,5591.0,0.1726,2188.853026,0.059654474229986286,2432.126745,0.060380830378356315,3194.795788,0.06847777251709836,2695.665644,0.06490141458062959,2359.417784,0.0613413356718663,6.0
85,11230545,1106082,동대문구 제기동,동대문구,제기동,5693.0,0.2138,2184.141863,0.07361283518438877,2281.061418,0.07418993770240595,2933.570201,0.08868697146683019,2389.4862789999997,0.08117688888237702,2199.874316,0.07546955563148523,5.0
86,11230560,1106083,동대문구 전농1동,동대문구,전농1동,5478.0,0.1824,1979.895655,0.06228979239132213,2016.7872719999998,0.062173002853515916,2286.471798,0.07011550088764759,2316.068862,0.06763394763945153,2133.1685429999998,0.06414283480675419,2.0
87,11230570,1106084,동대문구 전농2동,동대문구,전농2동,3605.0,0.1872,1048.130189,0.05945804174620556,1031.5029880000002,0.05933244905788203,971.6676867999998,0.05973825998439135,1022.146525,0.06223694882514399,1057.0736630000001,0.060666437285462345,8.0
88,11230610,1106086,동대문구 답십리2동,동대문구,답십리2동,5457.0,0.1875,1723.9333010000003,0.06527812349311016,1639.757176,0.06520402797630132,1531.387721,0.06772811743700034,1606.2980699999998,0.067922340301209,1663.852717,0.06550344956758997,16.0
89,11230650,1106087,동대문구 장안1동,동대문구,장안1동,6308.0,0.1617,2110.514782,0.05917782955136905,2070.930351,0.05845968271556763,2005.290962,0.05921515637636615,2003.165695,0.0591495064418741,2057.22345,0.05836113855606238,12.0
90,11230660,1106088,동대문구 장안2동,동대문구,장안2동,5093.0,0.1543,1609.647999,0.058630146507588195,1578.025594,0.05858619413302879,1644.152057,0.05976049591951508,1798.414635,0.059377201667565695,1696.282008,0.0585955685006897,11.0
91,11230740,1106089,동대문구 이문1동,동대문구,이문1동,3143.0,0.1527,1184.7049140000001,0.04887348906638744,1147.128569,0.04822534960910188,1007.469914,0.04510656415834828,1053.622085,0.04679908946267014,1141.499299,0.048037361401233096,8.0
92,11230750,1106090,동대문구 이문2동,동대문구,이문2동,3854.0,0.1865,1230.873485,0.06297607873210673,1168.4552800000001,0.06417781534603374,1004.3552050000001,0.07242119197341014,1072.561234,0.07134584199307938,1168.076775,0.06498561132598407,10.0
93,11230600,1106091,동대문구 답십리1동,동대문구,답십리1동,3994.0,0.1356,1387.067032,0.05180510210717575,1360.571235,0.05344875249209734,1290.663235,0.059730370620707934,1270.266379,0.05790893430125625,1308.282766,0.05339019661556591,9.0
94,11260520,1107052,중랑구 면목2동,중랑구,면목2동,4519.0,0.1805,1619.892732,0.06331409492893732,1475.307127,0.06240681760237086,1306.1681839999999,0.06581698391256721,1415.149637,0.0674274075243744,1528.5780960000002,0.06432236042311812,6.0
95,11260540,1107054,중랑구 면목4동,중랑구,면목4동,3681.0,0.1887,1374.069332,0.07163852191639747,1290.8526279999999,0.07111033649715119,1112.333527,0.07344006041596907,1196.463045,0.07513863789481573,1291.4359060000002,0.07182252013948219,8.0
96,11260550,1107055,중랑구 면목5동,중랑구,면목5동,2140.0,0.1454,651.3558387,0.060668941243657924,644.8076578,0.061128104944856945,656.3746113,0.0660442454299226,716.3693033,0.06714057792729736,670.7696081,0.062372869417501614,3.0
97,11260570,1107057,중랑구 면목7동,중랑구,면목7동,4217.0,0.1877,1573.9894980000001,0.06789871607079923,1467.154204,0.06797563499097746,1363.35673,0.07440623180056964,1533.573313,0.07463708815721568,1611.2497859999999,0.07055168381315682,12.0
98,11260580,1107059,중랑구 상봉1동,중랑구,상봉1동,3676.0,0.1483,1111.162471,0.05531429823401307,1102.12554,0.05592084678442672,1058.335069,0.059590619041967816,1122.957954,0.05987050312228127,1110.825305,0.055809187018891926,10.0
99,11260590,1107060,중랑구 상봉2동,중랑구,상봉2동,2995.0,0.1466,1295.003223,0.05813951245070565,1312.819363,0.05898018957208582,1508.633195,0.0642305487831045,1569.6626210000002,0.05974644857084569,1412.209351,0.05775332809017396,2.0
100,11260600,1107061,중랑구 중화1동,중랑구,중화1동,3564.0,0.1761,1326.71771,0.06669972006681656,1225.967852,0.0657366776201857,1029.587743,0.06740386045306392,1109.0368460000002,0.0718695988028237,1250.186054,0.0681810906193635,7.0
101,11260610,1107062,중랑구 중화2동,중랑구,중화2동,4974.0,0.1932,2247.701885,0.07653579536069402,2150.51557,0.07690323814115006,2012.5416260000002,0.08182241167678891,2190.3606210000003,0.0790283271776638,2234.908703,0.07613415002062504,5.0
102,11260620,1107064,중랑구 묵1동,중랑구,묵1동,5833.0,0.1654,1980.007391,0.06508036016291384,1841.0948329999999,0.06430091598404943,1594.255119,0.06660237044655656,1769.1438170000001,0.0684158410835319,1924.628454,0.0657583376209469,13.0
103,11260630,1107065,중랑구 묵2동,중랑구,묵2동,3527.0,0.1803,1393.598429,0.06979623125078281,1317.006889,0.07010407857891743,1238.851188,0.07540824844340917,1356.745892,0.07496723576532804,1390.4489939999999,0.07096570583624862,5.0
104,11260660,1107068,중랑구 망우3동,중랑구,망우3동,3331.0,0.1919,1085.467835,0.07105837038295408,973.2110712000001,0.0696564371385509,814.7732679999999,0.07161178049028473,842.7727039999999,0.07452821077747372,962.7117804,0.07217204386644563,2.0
105,11260680,1107069,중랑구 신내1동,중랑구,신내1동,6629.0,0.1689,2156.552797,0.057733421571400385,2081.5604789999998,0.05684992277589119,1849.2227440000001,0.058643470328333204,1976.1192629999998,0.05820318033073476,2099.548002,0.05743003722218892,19.0
