시군구,행정구역명,법정동,행정구역코드,행정기관코드,법정동코드
종로구,종로구,종로구,11010,1111000000,1111000000
종로구,청운효자동,청운동,1101072,1111051500,1111010100
종로구,청운효자동,신교동,1101072,1111051500,1111010200
종로구,청운효자동,궁정동,1101072,1111051500,1111010300
종로구,청운효자동,효자동,1101072,1111051500,1111010400
종로구,청운효자동,창성동,1101072,1111051500,1111010500
종로구,청운효자동,통인동,1101072,1111051500,1111010800
종로구,청운효자동,누상동,1101072,1111051500,1111010900
종로구,청운효자동,누하동,1101072,1111051500,1111011000
종로구,청운효자동,옥인동,1101072,1111051500,1111011100
종로구,청운효자동,세종로,1101072,1111051500,1111011900
종로구,사직동,통의동,1101053,1111053000,1111010600
종로구,사직동,적선동,1101053,1111053000,1111010700
종로구,사직동,체부동,1101053,1111053000,1111011200
종로구,사직동,필운동,1101053,1111053000,1111011300
종로구,사직동,내자동,1101053,1111053000,1111011400
종로구,사직동,사직동,1101053,1111053000,1111011500
종로구,사직동,도렴동,1101053,1111053000,1111011600
종로구,사직동,당주동,1101053,1111053000,1111011700
종로구,사직동,내수동,1101053,1111053000,1111011800
종로구,사직동,세종로,1101053,1111053000,1111011900
종로구,사직동,신문로1가,1101053,1111053000,1111012000
종로구,사직동,신문로2가,1101053,1111053000,1111012100
종로구,삼청동,팔판동,1101054,1111054000,1111013900
종로구,삼청동,삼청동,1101054,1111054000,1111014000
종로구,삼청동,안국동,1101054,1111054000,1111014100
종로구,삼청동,소격동,1101054,1111054000,1111014200
종로구,삼청동,화동,1101054,1111054000,1111014300
종로구,삼청동,사간동,1101054,1111054000,1111014400
종로구,삼청동,송현동,1101054,1111054000,1111014500
종로구,부암동,부암동,1101055,1111055000,1111018400
종로구,부암동,홍지동,1101055,1111055000,1111018500
종로구,부암동,신영동,1101055,1111055000,1111018600
종로구,평창동,구기동,1101056,1111056000,1111018200
종로구,평창동,평창동,1101056,1111056000,1111018300
종로구,무악동,무악동,1101057,1111057000,1111018700
종로구,교남동,교남동,1101058,1111058000,1111017600
종로구,교남동,평동,1101058,1111058000,1111017700
종로구,교남동,송월동,1101058,1111058000,1111017800
종로구,교남동,홍파동,1101058,1111058000,1111017900
종로구,교남동,교북동,1101058,1111058000,1111018000
종로구,교남동,행촌동,1101058,1111058000,1111018100
종로구,가회동,가회동,1101060,1111060000,1111014600
종로구,가회동,재동,1101060,1111060000,1111014700
종로구,가회동,계동,1101060,1111060000,1111014800
종로구,가회동,원서동,1101060,1111060000,1111014900
종로구,종로1·2·3·4가동,세종로,1101061,1111061500,1111011900
종로구,종로1·2·3·4가동,청진동,1101061,1111061500,1111012200
종로구,종로1·2·3·4가동,서린동,1101061,1111061500,1111012300
종로구,종로1·2·3·4가동,수송동,1101061,1111061500,1111012400
종로구,종로1·2·3·4가동,중학동,1101061,1111061500,1111012500
종로구,종로1·2·3·4가동,종로1가,1101061,1111061500,1111012600
종로구,종로1·2·3·4가동,공평동,1101061,1111061500,1111012700
종로구,종로1·2·3·4가동,관훈동,1101061,1111061500,1111012800
종로구,종로1·2·3·4가동,견지동,1101061,1111061500,1111012900
종로구,종로1·2·3·4가동,와룡동,1101061,1111061500,1111013000
종로구,종로1·2·3·4가동,권농동,1101061,1111061500,1111013100
종로구,종로1·2·3·4가동,운니동,1101061,1111061500,1111013200
종로구,종로1·2·3·4가동,익선동,1101061,1111061500,1111013300
종로구,종로1·2·3·4가동,경운동,1101061,1111061500,1111013400
종로구,종로1·2·3·4가동,관철동,1101061,1111061500,1111013500
종로구,종로1·2·3·4가동,인사동,1101061,1111061500,1111013600
종로구,종로1·2·3·4가동,낙원동,1101061,1111061500,1111013700
종로구,종로1·2·3·4가동,종로2가,1101061,1111061500,1111013800
종로구,종로1·2·3·4가동,훈정동,1101061,1111061500,1111015000
종로구,종로1·2·3·4가동,묘동,1101061,1111061500,1111015100
종로구,종로1·2·3·4가동,봉익동,1101061,1111061500,1111015200
종로구,종로1·2·3·4가동,돈의동,1101061,1111061500,1111015300
종로구,종로1·2·3·4가동,장사동,1101061,1111061500,1111015400
종로구,종로1·2·3·4가동,관수동,1101061,1111061500,1111015500
종로구,종로1·2·3·4가동,종로3가,1101061,1111061500,1111015600
종로구,종로1·2·3·4가동,인의동,1101061,1111061500,1111015700
종로구,종로1·2·3·4가동,예지동,1101061,1111061500,1111015800
종로구,종로1·2·3·4가동,원남동,1101061,1111061500,1111015900
종로구,종로1·2·3·4가동,종로4가,1101061,1111061500,1111016100
종로구,종로5·6가동,연지동,1101063,1111063000,1111016000
종로구,종로5·6가동,효제동,1101063,1111063000,1111016200
종로구,종로5·6가동,종로5가,1101063,1111063000,1111016300
종로구,종로5·6가동,종로6가,1101063,1111063000,1111016400
종로구,종로5·6가동,충신동,1101063,1111063000,1111016700
종로구,이화동,이화동,1101064,1111064000,1111016500
종로구,이화동,연건동,1101064,1111064000,1111016600
종로구,이화동,동숭동,1101064,1111064000,1111016800
종로구,혜화동,와룡동,1101073,1111065000,1111013000
종로구,혜화동,혜화동,1101073,1111065000,1111016900
종로구,혜화동,명륜1가,1101073,1111065000,1111017000
종로구,혜화동,명륜2가,1101073,1111065000,1111017100
종로구,혜화동,명륜4가,1101073,1111065000,1111017200
종로구,혜화동,명륜3가,1101073,1111065000,1111017300
종로구,창신1동,창신동,1101067,1111067000,1111017400
종로구,창신2동,창신동,1101068,1111068000,1111017400
종로구,창신3동,창신동,1101069,1111069000,1111017400
종로구,숭인1동,숭인동,1101070,1111070000,1111017500
종로구,숭인2동,숭인동,1101071,1111071000,1111017500
중구,중구,중구,11020,1114000000,1114000000
중구,소공동,소공동,1102052,1114052000,1114011100
중구,소공동,북창동,1102052,1114052000,1114011300
중구,소공동,태평로2가,1102052,1114052000,1114011400
중구,소공동,남대문로2가,1102052,1114052000,1114011500
중구,소공동,남대문로3가,1102052,1114052000,1114011600
중구,소공동,남대문로4가,1102052,1114052000,1114011700
중구,소공동,봉래동1가,1102052,1114052000,1114011900
중구,소공동,서소문동,1102052,1114052000,1114016600
중구,소공동,정동,1102052,1114052000,1114016700
중구,소공동,순화동,1102052,1114052000,1114016800
중구,소공동,의주로1가,1102052,1114052000,1114016900
중구,소공동,충정로1가,1102052,1114052000,1114017000
중구,회현동,남창동,1102054,1114054000,1114011200
중구,회현동,남대문로3가,1102054,1114054000,1114011600
중구,회현동,남대문로4가,1102054,1114054000,1114011700
중구,회현동,남대문로5가,1102054,1114054000,1114011800
중구,회현동,봉래동1가,1102054,1114054000,1114011900
중구,회현동,봉래동2가,1102054,1114054000,1114012000
중구,회현동,회현동1가,1102054,1114054000,1114012100
중구,회현동,회현동2가,1102054,1114054000,1114012200
중구,회현동,충무로1가,1102054,1114054000,1114012400
중구,회현동,순화동,1102054,1114054000,1114016800
중구,명동,무교동,1102055,1114055000,1114010100
중구,명동,다동,1102055,1114055000,1114010200
중구,명동,태평로1가,1102055,1114055000,1114010300
중구,명동,을지로1가,1102055,1114055000,1114010400
중구,명동,을지로2가,1102055,1114055000,1114010500
중구,명동,남대문로1가,1102055,1114055000,1114010600
중구,명동,삼각동,1102055,1114055000,1114010700
중구,명동,수하동,1102055,1114055000,1114010800
중구,명동,장교동,1102055,1114055000,1114010900
중구,명동,수표동,1102055,1114055000,1114011000
중구,명동,남대문로2가,1102055,1114055000,1114011500
중구,명동,회현동1가,1102055,1114055000,1114012100
중구,명동,회현동2가,1102055,1114055000,1114012200
중구,명동,회현동3가,1102055,1114055000,1114012300
중구,명동,충무로1가,1102055,1114055000,1114012400
중구,명동,충무로2가,1102055,1114055000,1114012500
중구,명동,명동1가,1102055,1114055000,1114012600
중구,명동,명동2가,1102055,1114055000,1114012700
중구,명동,남산동1가,1102055,1114055000,1114012800
중구,명동,남산동2가,1102055,1114055000,1114012900
중구,명동,남산동3가,1102055,1114055000,1114013000
중구,명동,저동1가,1102055,1114055000,1114013100
중구,명동,예장동,1102055,1114055000,1114014200
중구,필동,충무로4가,1102057,1114057000,1114013200
중구,필동,충무로5가,1102057,1114057000,1114013300
중구,필동,묵정동,1102057,1114057000,1114013600
중구,필동,필동1가,1102057,1114057000,1114013700
중구,필동,필동2가,1102057,1114057000,1114013800
중구,필동,필동3가,1102057,1114057000,1114013900
중구,필동,남학동,1102057,1114057000,1114014000
중구,필동,주자동,1102057,1114057000,1114014100
중구,필동,예장동,1102057,1114057000,1114014200
중구,필동,장충동2가,1102057,1114057000,1114014400
중구,필동,충무로3가,1102057,1114057000,1114015800
중구,장충동,묵정동,1102058,1114058000,1114013600
중구,장충동,장충동1가,1102058,1114058000,1114014300
중구,장충동,장충동2가,1102058,1114058000,1114014400
중구,광희동,충무로4가,1102059,1114059000,1114013200
중구,광희동,충무로5가,1102059,1114059000,1114013300
중구,광희동,인현동2가,1102059,1114059000,1114013400
중구,광희동,예관동,1102059,1114059000,1114013500
중구,광희동,광희동1가,1102059,1114059000,1114014500
중구,광희동,광희동2가,1102059,1114059000,1114014600
중구,광희동,쌍림동,1102059,1114059000,1114014700
중구,광희동,을지로6가,1102059,1114059000,1114014800
중구,광희동,을지로7가,1102059,1114059000,1114014900
중구,광희동,오장동,1102059,1114059000,1114015400
중구,을지로동,을지로4가,1102060,1114060500,1114015000
중구,을지로동,을지로5가,1102060,1114060500,1114015100
중구,을지로동,주교동,1102060,1114060500,1114015200
중구,을지로동,방산동,1102060,1114060500,1114015300
중구,을지로동,을지로3가,1102060,1114060500,1114015500
중구,을지로동,입정동,1102060,1114060500,1114015600
중구,을지로동,산림동,1102060,1114060500,1114015700
중구,을지로동,초동,1102060,1114060500,1114015900
중구,을지로동,인현동1가,1102060,1114060500,1114016000
중구,을지로동,저동2가,1102060,1114060500,1114016100
중구,신당동,신당동,1102069,1114061500,1114016200
중구,신당동,흥인동,1102069,1114061500,1114016300
중구,신당동,무학동,1102069,1114061500,1114016400
중구,다산동,신당동,1102070,1114062500,1114016200
중구,약수동,신당동,1102071,1114063500,1114016200
중구,청구동,신당동,1102072,1114064500,1114016200
중구,신당5동,신당동,1102065,1114065000,1114016200
중구,동화동,신당동,1102073,1114066500,1114016200
중구,황학동,황학동,1102067,1114067000,1114016500
중구,중림동,중림동,1102068,1114068000,1114017100
중구,중림동,의주로2가,1102068,1114068000,1114017200
중구,중림동,만리동1가,1102068,1114068000,1114017300
중구,중림동,만리동2가,1102068,1114068000,1114017400
용산구,용산구,용산구,11030,1117000000,1117000000
용산구,후암동,후암동,1103051,1117051000,1117010100
용산구,용산2가동,용산동2가,1103052,1117052000,1117010200
용산구,용산2가동,용산동4가,1103052,1117052000,1117010300
용산구,남영동,갈월동,1103053,1117053000,1117010400
용산구,남영동,남영동,1103053,1117053000,1117010500
용산구,남영동,용산동1가,1103053,1117053000,1117010600
용산구,남영동,동자동,1103053,1117053000,1117010700
용산구,청파동,서계동,1103071,1117055500,1117010800
용산구,청파동,청파동1가,1103071,1117055500,1117010900
용산구,청파동,청파동2가,1103071,1117055500,1117011000
용산구,청파동,청파동3가,1103071,1117055500,1117011100
용산구,원효로1동,원효로1가,1103072,1117056000,1117011200
용산구,원효로1동,원효로2가,1103072,1117056000,1117011300
용산구,원효로1동,문배동,1103072,1117056000,1117012200
용산구,원효로1동,신계동,1103072,1117056000,1117012300
용산구,원효로2동,신창동,1103057,1117057000,1117011400
용산구,원효로2동,산천동,1103057,1117057000,1117011500
용산구,원효로2동,청암동,1103057,1117057000,1117011600
용산구,원효로2동,원효로3가,1103057,1117057000,1117011700
용산구,원효로2동,원효로4가,1103057,1117057000,1117011800
용산구,효창동,효창동,1103058,1117058000,1117011900
용산구,용문동,도원동,1103059,1117059000,1117012000
용산구,용문동,용문동,1103059,1117059000,1117012100
용산구,한강로동,한강로1가,1103073,1117062500,1117012400
용산구,한강로동,한강로2가,1103073,1117062500,1117012500
용산구,한강로동,용산동3가,1103073,1117062500,1117012600
용산구,한강로동,용산동5가,1103073,1117062500,1117012700
용산구,한강로동,한강로3가,1103073,1117062500,1117012800
용산구,이촌1동,이촌동,1103063,1117063000,1117012900
용산구,이촌2동,이촌동,1103064,1117064000,1117012900
용산구,이태원1동,이태원동,1103065,1117065000,1117013000
용산구,이태원2동,이태원동,1103066,1117066000,1117013000
용산구,한남동,한남동,1103074,1117068500,1117013100
용산구,서빙고동,동빙고동,1103069,1117069000,1117013200
용산구,서빙고동,서빙고동,1103069,1117069000,1117013300
용산구,서빙고동,주성동,1103069,1117069000,1117013400
용산구,서빙고동,용산동6가,1103069,1117069000,1117013500
용산구,보광동,보광동,1103070,1117070000,1117013600
성동구,성동구,성동구,11040,1120000000,1120000000
성동구,왕십리2동,하왕십리동,1104052,1120052000,1120010200
성동구,왕십리도선동,상왕십리동,1104071,1120053500,1120010100
성동구,왕십리도선동,하왕십리동,1104071,1120053500,1120010200
성동구,왕십리도선동,홍익동,1104071,1120053500,1120010300
성동구,왕십리도선동,도선동,1104071,1120053500,1120010400
성동구,마장동,마장동,1104054,1120054000,1120010500
성동구,사근동,사근동,1104055,1120055000,1120010600
성동구,사근동,행당동,1104055,1120055000,1120010700
성동구,행당1동,행당동,1104056,1120056000,1120010700
성동구,행당2동,행당동,1104057,1120057000,1120010700
성동구,응봉동,응봉동,1104058,1120058000,1120010800
성동구,금호1가동,금호동1가,1104059,1120059000,1120010900
성동구,금호2·3가동,금호동2가,1104072,1120061500,1120011000
성동구,금호2·3가동,금호동3가,1104072,1120061500,1120011100
성동구,금호4가동,금호동4가,1104062,1120062000,1120011200
성동구,옥수동,옥수동,1104073,1120064500,1120011300
성동구,성수1가1동,성수동1가,1104065,1120065000,1120011400
성동구,성수1가2동,성수동1가,1104066,1120066000,1120011400
성동구,성수2가1동,성수동2가,1104067,1120067000,1120011500
성동구,성수2가3동,성수동2가,1104068,1120069000,1120011500
성동구,송정동,송정동,1104069,1120072000,1120011800
성동구,용답동,송정동,1104070,1120079000,1120011800
성동구,용답동,용답동,1104070,1120079000,1120012200
광진구,광진구,광진구,11050,1121500000,1121500000
광진구,화양동,화양동,1105053,1121571000,1121510700
광진구,군자동,군자동,1105054,1121573000,1121510900
광진구,중곡1동,중곡동,1105055,1121574000,1121510100
광진구,중곡2동,중곡동,1105056,1121575000,1121510100
광진구,중곡3동,중곡동,1105057,1121576000,1121510100
광진구,중곡4동,중곡동,1105058,1121577000,1121510100
광진구,능동,능동,1105059,1121578000,1121510200
광진구,광장동,광장동,1105063,1121581000,1121510400
광진구,자양1동,자양동,1105064,1121582000,1121510500
광진구,자양2동,자양동,1105065,1121583000,1121510500
광진구,자양3동,자양동,1105066,1121584000,1121510500
광진구,자양4동,자양동,1105067,1121584700,1121510500
광진구,구의1동,구의동,1105060,1121585000,1121510300
광진구,구의2동,구의동,1105061,1121586000,1121510300
광진구,구의3동,구의동,1105062,1121587000,1121510300
동대문구,동대문구,동대문구,11060,1123000000,1123000000
동대문구,용신동,신설동,1106081,1123053600,1123010100
동대문구,용신동,용두동,1106081,1123053600,1123010200
동대문구,제기동,제기동,1106082,1123054500,1123010300
동대문구,전농1동,전농동,1106083,1123056000,1123010400
동대문구,전농2동,전농동,1106084,1123057000,1123010400
동대문구,답십리1동,답십리동,1106091,1123060000,1123010500
동대문구,답십리2동,답십리동,1106086,1123061000,1123010500
동대문구,장안1동,장안동,1106087,1123065000,1123010600
동대문구,장안2동,장안동,1106088,1123066000,1123010600
동대문구,청량리동,청량리동,1106080,1123070500,1123010700
동대문구,회기동,회기동,1106071,1123071000,1123010800
동대문구,휘경1동,휘경동,1106072,1123072000,1123010900
동대문구,휘경2동,휘경동,1106073,1123073000,1123010900
동대문구,이문1동,이문동,1106089,1123074000,1123011000
동대문구,이문2동,이문동,1106090,1123075000,1123011000
중랑구,중랑구,중랑구,11070,1126000000,1126000000
중랑구,면목2동,면목동,1107052,1126052000,1126010100
중랑구,면목4동,면목동,1107054,1126054000,1126010100
중랑구,면목5동,면목동,1107055,1126055000,1126010100
중랑구,면목본동,면목동,1107071,1126056500,1126010100
중랑구,면목7동,면목동,1107057,1126057000,1126010100
중랑구,면목3·8동,면목동,1107072,1126057500,1126010100
중랑구,상봉1동,상봉동,1107059,1126058000,1126010200
중랑구,상봉2동,상봉동,1107060,1126059000,1126010200
중랑구,중화1동,중화동,1107061,1126060000,1126010300
중랑구,중화2동,중화동,1107062,1126061000,1126010300
중랑구,묵1동,묵동,1107064,1126062000,1126010400
중랑구,묵2동,묵동,1107065,1126063000,1126010400
중랑구,망우본동,망우동,1107073,1126065500,1126010500
중랑구,망우3동,망우동,1107068,1126066000,1126010500
중랑구,신내1동,신내동,1107069,1126068000,1126010600
중랑구,신내2동,신내동,1107070,1126069000,1126010600
성북구,성북구,성북구,11080,1129000000,1129000000
성북구,성북동,성북동,1108081,1129052500,1129010100
성북구,성북동,성북동1가,1108081,1129052500,1129010200
성북구,성북동,동소문동1가,1108081,1129052500,1129010400
성북구,성북동,동소문동4가,1108081,1129052500,1129010700
성북구,삼선동,동소문동2가,1108082,1129055500,1129010500
성북구,삼선동,동소문동3가,1108082,1129055500,1129010600
성북구,삼선동,동소문동5가,1108082,1129055500,1129010800
성북구,삼선동,삼선동1가,1108082,1129055500,1129011100
성북구,삼선동,삼선동2가,1108082,1129055500,1129011200
성북구,삼선동,삼선동3가,1108082,1129055500,1129011300
성북구,삼선동,삼선동4가,1108082,1129055500,1129011400
성북구,삼선동,삼선동5가,1108082,1129055500,1129011500
성북구,동선동,돈암동,1108083,1129057500,1129010300
성북구,동선동,동소문동6가,1108083,1129057500,1129010900
성북구,동선동,동소문동7가,1108083,1129057500,1129011000
성북구,동선동,동선동1가,1108083,1129057500,1129011600
성북구,동선동,동선동2가,1108083,1129057500,1129011700
성북구,동선동,동선동3가,1108083,1129057500,1129011800
성북구,동선동,동선동4가,1108083,1129057500,1129011900
성북구,동선동,동선동5가,1108083,1129057500,1129012000
성북구,돈암1동,돈암동,1108058,1129058000,1129010300
성북구,돈암2동,돈암동,1108059,1129059000,1129010300
성북구,안암동,안암동1가,1108060,1129060000,1129012100
성북구,안암동,안암동2가,1108060,1129060000,1129012200
성북구,안암동,안암동3가,1108060,1129060000,1129012300
성북구,안암동,안암동4가,1108060,1129060000,1129012400
성북구,안암동,안암동5가,1108060,1129060000,1129012500
성북구,보문동,보문동4가,1108061,1129061000,1129012600
성북구,보문동,보문동5가,1108061,1129061000,1129012700
성북구,보문동,보문동6가,1108061,1129061000,1129012800
성북구,보문동,보문동7가,1108061,1129061000,1129012900
성북구,보문동,보문동1가,1108061,1129061000,1129013000
성북구,보문동,보문동2가,1108061,1129061000,1129013100
성북구,보문동,보문동3가,1108061,1129061000,1129013200
성북구,정릉1동,정릉동,1108062,1129062000,1129013300
성북구,정릉1동,길음동,1108062,1129062000,1129013400
성북구,정릉2동,돈암동,1108063,1129063000,1129010300
성북구,정릉2동,정릉동,1108063,1129063000,1129013300
성북구,정릉3동,정릉동,1108064,1129064000,1129013300
성북구,정릉4동,정릉동,1108065,1129065000,1129013300
성북구,길음1동,길음동,1108066,1129066000,1129013400
성북구,길음2동,길음동,1108068,1129068500,1129013400
성북구,길음2동,하월곡동,1108068,1129068500,1129013600
성북구,종암동,종암동,1108084,1129070500,1129013500
성북구,월곡1동,하월곡동,1108071,1129071500,1129013600
성북구,월곡2동,하월곡동,1108072,1129072500,1129013600
성북구,월곡2동,상월곡동,1108072,1129072500,1129013700
성북구,장위1동,장위동,1108076,1129076000,1129013800
성북구,장위2동,장위동,1108077,1129077000,1129013800
성북구,장위3동,장위동,1108078,1129078000,1129013800
성북구,석관동,석관동,1108085,1129081000,1129013900
강북구,강북구,강북구,11090,1130500000,1130500000
강북구,삼양동,미아동,1109069,1130553400,1130510100
강북구,미아동,미아동,1109070,1130553500,1130510100
강북구,송중동,미아동,1109071,1130554500,1130510100
강북구,송천동,미아동,1109072,1130555500,1130510100
강북구,삼각산동,미아동,1109073,1130557500,1130510100
강북구,번1동,번동,1109060,1130559500,1130510200
강북구,번2동,번동,1109061,1130560300,1130510200
강북구,번3동,번동,1109062,1130560800,1130510200
강북구,수유1동,수유동,1109063,1130561500,1130510300
강북구,수유2동,수유동,1109064,1130562500,1130510300
강북구,수유3동,수유동,1109065,1130563500,1130510300
강북구,우이동,수유동,1109074,1130564500,1130510300
강북구,우이동,우이동,1109074,1130564500,1130510400
강북구,인수동,수유동,1109075,1130566000,1130510300
도봉구,도봉구,도봉구,11100,1132000000,1132000000
도봉구,창1동,창동,1110059,1132051100,1132010700
도봉구,창2동,창동,1110060,1132051200,1132010700
도봉구,창3동,창동,1110061,1132051300,1132010700
도봉구,창4동,창동,1110062,1132051400,1132010700
도봉구,창5동,창동,1110063,1132051500,1132010700
도봉구,도봉1동,도봉동,1110064,1132052100,1132010800
도봉구,도봉2동,도봉동,1110065,1132052200,1132010800
도봉구,쌍문1동,쌍문동,1110051,1132066000,1132010500
도봉구,쌍문2동,쌍문동,1110052,1132067000,1132010500
도봉구,쌍문3동,쌍문동,1110053,1132068000,1132010500
도봉구,쌍문4동,쌍문동,1110054,1132068100,1132010500
도봉구,방학1동,방학동,1110055,1132069000,1132010600
